value,count,class,zone,group
0.0783,16,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0784,13,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0785,25,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0786,29,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0787,41,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0788,102,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0789,151,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.079,305,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0791,139,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0792,238,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0793,195,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0794,103,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0795,116,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0796,158,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0797,282,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0798,278,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0799,305,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.08,275,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0801,249,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0802,165,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0803,193,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0804,181,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0805,312,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0806,336,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0807,350,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0808,397,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0809,314,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.081,226,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0811,275,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0812,117,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0813,219,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0814,79,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0815,268,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0816,155,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0817,149,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0818,371,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0819,212,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.082,175,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0821,286,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0822,450,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0823,300,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0824,162,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0825,150,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0826,100,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0827,212,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0828,138,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0829,267,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.083,204,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0831,292,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0832,221,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0833,203,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0834,141,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0835,165,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0836,212,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0837,141,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0838,147,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0839,165,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.084,253,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0841,161,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0842,197,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0843,204,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0844,202,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0845,94,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0846,102,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0847,100,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0848,117,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0849,178,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.085,129,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0851,101,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0852,125,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0853,104,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0854,284,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0855,86,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0856,110,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0857,87,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0858,134,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0859,114,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.086,132,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0861,188,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0862,271,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0863,243,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0864,141,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0865,137,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0866,420,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0867,276,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0868,127,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0869,122,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.087,135,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0871,261,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0872,178,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0873,189,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0874,122,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0875,396,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0876,332,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0877,185,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0878,115,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0879,146,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.088,151,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0881,100,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0882,135,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0883,160,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0884,186,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0885,166,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0886,108,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0887,104,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0888,110,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0889,80,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.089,128,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0891,143,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0892,123,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0893,113,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0894,108,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0895,144,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0896,74,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0897,107,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0898,178,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0899,117,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.09,171,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0901,161,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0902,150,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0903,140,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0904,101,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0905,153,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0906,166,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0907,182,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0908,196,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0909,215,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.091,159,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0911,144,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0912,189,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0913,192,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0914,265,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0915,188,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0916,294,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0917,287,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0918,403,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0919,309,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.092,268,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0921,260,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0922,288,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0923,260,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0924,313,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0925,380,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0926,311,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0927,355,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0928,351,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0929,333,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.093,442,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0931,529,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0932,581,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0933,551,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0934,648,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0935,510,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0936,589,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0937,614,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0938,572,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0939,621,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.094,615,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0941,697,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0942,640,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0943,632,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0944,646,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0945,685,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0946,695,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0947,697,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0948,763,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0949,790,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.095,787,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0951,988,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0952,1039,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0953,942,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0954,1088,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0955,1234,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0956,1175,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0957,1290,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0958,1168,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0959,970,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.096,1185,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0961,1154,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0962,1220,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0963,1088,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0964,1007,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0965,1284,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0966,1215,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0967,1238,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0968,1296,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0969,1224,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.097,1341,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0971,1451,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0972,1538,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0973,1600,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0974,1541,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0975,1202,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0976,1213,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0977,1305,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0978,1256,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0979,1354,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.098,1294,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0981,1346,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0982,1377,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0983,1506,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0984,1360,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0985,1411,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0986,1298,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0987,1387,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0988,1221,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0989,1292,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.099,1220,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0991,1177,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0992,1293,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0993,1242,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0994,1317,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0995,1382,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0996,1370,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0997,1583,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0998,1305,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.0999,1487,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1,1420,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1001,1322,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1002,1370,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1003,1414,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1004,1360,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1005,1352,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1006,1252,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1007,1332,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1008,1376,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1009,1361,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.101,1525,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1011,1455,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1012,1366,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1013,1598,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1014,1292,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1015,1268,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1016,1168,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1017,1246,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1018,1363,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1019,1285,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.102,1249,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1021,1321,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1022,1364,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1023,1403,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1024,1447,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1025,1257,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1026,1394,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1027,1409,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1028,1362,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1029,1502,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.103,1495,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1031,1430,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1032,1359,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1033,1363,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1034,1411,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1035,1404,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1036,1269,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1037,1239,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1038,1543,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1039,1288,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.104,1418,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1041,1383,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1042,1412,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1043,1420,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1044,1468,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1045,1341,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1046,1415,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1047,1313,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1048,1337,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1049,1204,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.105,1422,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1051,1530,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1052,1386,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1053,1320,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1054,1446,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1055,1933,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1056,1637,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1057,1609,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1058,1692,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1059,1471,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.106,1745,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1061,1649,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1062,1367,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1063,1563,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1064,1520,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1065,1538,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1066,1617,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1067,1493,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1068,1341,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1069,1353,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.107,1412,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1071,1491,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1072,1406,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1073,1459,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1074,1731,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1075,1508,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1076,1624,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1077,1607,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.10780000000000001,1589,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1079,1731,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.108,1808,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1081,1793,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1082,2115,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1083,1901,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1084,1989,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1085,2013,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1086,1981,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1087,1880,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1088,1801,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1089,2215,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.109,2036,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1091,1977,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1092,1943,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1093,1935,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1094,1952,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1095,2475,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1096,2144,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1097,1920,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1098,2053,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1099,3235,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.11,2460,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1101,2521,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1102,2345,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1103,2146,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1104,1982,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1105,1915,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1106,2139,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1107,2056,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1108,2158,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1109,1988,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.111,2185,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
0.1111,2187,Tropical & Subtropical Moist Broadleaf Forests,1,Vertebrades
